Date,Iqamah_Fajr,Iqamah_Zuhr,Iqamah_Asr,Iqamah_Maghrib,Iqamah_Isha,Jumuah
10/11/2022,6:00 AM,1:15 PM,5:00 PM,6:30 PM,8:15 PM,1:15 PM
10/12/2022,6:00 AM,1:15 PM,5:00 PM,6:30 PM,8:15 PM,1:15 PM
10/13/2022,6:00 AM,1:15 PM,5:00 PM,6:30 PM,8:15 PM,1:15 PM
10/14/2022,6:15 AM,1:15 PM,5:00 PM,6:25 PM,8:00 PM,1:15 PM
10/15/2022,6:15 AM,1:15 PM,5:00 PM,6:25 PM,8:00 PM,1:15 PM
10/16/2022,6:15 AM,1:15 PM,5:00 PM,6:25 PM,8:00 PM,1:15 PM
10/17/2022,6:15 AM,1:15 PM,5:00 PM,6:20 PM,8:00 PM,1:15 PM
10/18/2022,6:15 AM,1:15 PM,5:00 PM,6:20 PM,8:00 PM,1:15 PM
10/19/2022,6:15 AM,1:15 PM,5:00 PM,6:20 PM,8:00 PM,1:15 PM
10/20/2022,6:15 AM,1:15 PM,5:00 PM,6:20 PM,8:00 PM,1:15 PM
10/21/2022,6:15 AM,1:15 PM,4:45 PM,6:15 PM,8:00 PM,1:15 PM
10/22/2022,6:15 AM,1:15 PM,4:45 PM,6:15 PM,8:00 PM,1:15 PM
10/23/2022,6:15 AM,1:15 PM,4:45 PM,6:15 PM,8:00 PM,1:15 PM
10/24/2022,6:15 AM,1:15 PM,4:45 PM,6:10 PM,7:45 PM,1:15 PM
10/25/2022,6:15 AM,1:15 PM,4:45 PM,6:10 PM,7:45 PM,1:15 PM
10/26/2022,6:15 AM,1:15 PM,4:45 PM,6:10 PM,7:45 PM,1:15 PM
10/27/2022,6:15 AM,1:15 PM,4:45 PM,6:10 PM,7:45 PM,1:15 PM
10/28/2022,6:15 AM,1:15 PM,4:45 PM,6:05 PM,7:45 PM,1:15 PM
10/29/2022,6:15 AM,1:15 PM,4:45 PM,6:05 PM,7:45 PM,1:15 PM
10/30/2022,6:15 AM,1:15 PM,4:45 PM,6:05 PM,7:45 PM,1:15 PM
10/31/2022,6:15 AM,1:15 PM,4:45 PM,6:05 PM,7:45 PM,1:15 PM
11/1/2022,6:15 AM,1:15 PM,4:45 PM,6:05 PM,7:45 PM,1:15 PM
11/2/2022,6:15 AM,1:15 PM,4:45 PM,6:00 PM,7:45 PM,1:15 PM
11/3/2022,6:15 AM,1:15 PM,4:45 PM,6:00 PM,7:45 PM,1:15 PM
11/4/2022,6:15 AM,1:15 PM,4:45 PM,6:00 PM,7:45 PM,1:15 PM
11/5/2022,6:15 AM,1:15 PM,4:45 PM,6:00 PM,7:45 PM,1:15 PM
11/6/2022,6:15 AM,1:15 PM,4:45 PM,6:00 PM,7:45 PM,1:15 PM
11/7/2022,6:15 AM,1:15 PM,4:45 PM,6:00 PM,7:45 PM,1:15 PM
11/8/2022,5:45 AM,1:15 PM,3:45 PM,4:55 PM,6:45 PM,1:15 PM
11/9/2022,5:45 AM,1:15 PM,3:45 PM,4:55 PM,6:45 PM,1:15 PM
11/10/2022,5:45 AM,1:15 PM,3:45 PM,4:50 PM,6:45 PM,1:15 PM
11/11/2022,5:45 AM,1:15 PM,3:45 PM,4:50 PM,6:45 PM,1:15 PM
11/12/2022,5:45 AM,1:15 PM,3:45 PM,4:50 PM,6:45 PM,1:15 PM
11/13/2022,5:45 AM,1:15 PM,3:45 PM,4:50 PM,6:45 PM,1:15 PM
11/14/2022,5:45 AM,1:15 PM,3:45 PM,4:50 PM,6:45 PM,1:15 PM
11/15/2022,5:45 AM,1:15 PM,3:45 PM,4:50 PM,6:45 PM,1:15 PM
11/16/2022,5:45 AM,1:15 PM,3:45 PM,4:45 PM,6:45 PM,1:15 PM
11/17/2022,5:45 AM,1:15 PM,3:45 PM,4:45 PM,6:45 PM,1:15 PM
11/18/2022,5:45 AM,1:15 PM,3:45 PM,4:45 PM,6:45 PM,1:15 PM
11/19/2022,5:45 AM,1:15 PM,3:45 PM,4:45 PM,6:45 PM,1:15 PM
11/20/2022,5:45 AM,1:15 PM,3:45 PM,4:45 PM,6:45 PM,1:15 PM
11/21/2022,5:45 AM,1:15 PM,3:45 PM,4:45 PM,6:45 PM,1:15 PM
11/22/2022,5:45 AM,1:15 PM,3:45 PM,4:45 PM,6:45 PM,1:15 PM
11/23/2022,6:00 AM,1:15 PM,3:45 PM,4:40 PM,6:45 PM,1:15 PM
11/24/2022,6:00 AM,1:15 PM,3:45 PM,4:40 PM,6:45 PM,1:15 PM
11/25/2022,6:00 AM,1:15 PM,3:45 PM,4:40 PM,6:45 PM,1:15 PM
11/26/2022,6:00 AM,1:15 PM,3:45 PM,4:40 PM,6:45 PM,1:15 PM
11/27/2022,6:00 AM,1:15 PM,3:45 PM,4:40 PM,6:45 PM,1:15 PM
11/28/2022,6:00 AM,1:15 PM,3:45 PM,4:40 PM,6:45 PM,1:15 PM
11/29/2022,6:00 AM,1:15 PM,3:45 PM,4:40 PM,6:45 PM,1:15 PM
11/30/2022,6:00 AM,1:15 PM,3:45 PM,4:40 PM,6:45 PM,1:15 PM
12/1/2022,6:00 AM,1:15 PM,3:45 PM,4:40 PM,6:45 PM,1:15 PM
12/2/2022,6:00 AM,1:15 PM,3:45 PM,4:40 PM,6:45 PM,1:15 PM
12/3/2022,6:00 AM,1:15 PM,3:45 PM,4:40 PM,6:45 PM,1:15 PM
12/4/2022,6:15 AM,1:15 PM,3:45 PM,4:40 PM,6:45 PM,1:15 PM
12/5/2022,6:15 AM,1:15 PM,3:45 PM,4:40 PM,6:45 PM,1:15 PM
12/6/2022,6:15 AM,1:15 PM,3:45 PM,4:40 PM,6:45 PM,1:15 PM
12/7/2022,6:15 AM,1:15 PM,3:45 PM,4:40 PM,6:45 PM,1:15 PM
12/8/2022,6:15 AM,1:15 PM,3:45 PM,4:40 PM,6:45 PM,1:15 PM
12/9/2022,6:15 AM,1:15 PM,3:45 PM,4:40 PM,6:45 PM,1:15 PM
12/10/2022,6:15 AM,1:15 PM,3:45 PM,4:40 PM,6:45 PM,1:15 PM
12/11/2022,6:15 AM,1:15 PM,3:45 PM,4:40 PM,6:45 PM,1:15 PM
12/12/2022,6:15 AM,1:15 PM,3:45 PM,4:40 PM,6:45 PM,1:15 PM
12/13/2022,6:15 AM,1:15 PM,3:45 PM,4:40 PM,6:45 PM,1:15 PM
12/14/2022,6:15 AM,1:15 PM,3:45 PM,4:40 PM,6:45 PM,1:15 PM
12/15/2022,6:15 AM,1:15 PM,3:45 PM,4:40 PM,6:45 PM,1:15 PM
12/16/2022,6:15 AM,1:15 PM,3:45 PM,4:40 PM,6:45 PM,1:15 PM
12/17/2022,6:15 AM,1:15 PM,3:45 PM,4:40 PM,6:45 PM,1:15 PM
12/18/2022,6:15 AM,1:15 PM,3:45 PM,4:40 PM,6:45 PM,1:15 PM
12/19/2022,6:15 AM,1:15 PM,3:45 PM,4:40 PM,6:45 PM,1:15 PM
12/20/2022,6:15 AM,1:15 PM,3:45 PM,4:40 PM,6:45 PM,1:15 PM
12/21/2022,6:15 AM,1:15 PM,3:45 PM,4:40 PM,6:45 PM,1:15 PM
12/22/2022,6:15 AM,1:15 PM,3:45 PM,4:40 PM,6:45 PM,1:15 PM
12/23/2022,6:15 AM,1:15 PM,3:45 PM,4:40 PM,6:45 PM,1:15 PM
12/24/2022,6:15 AM,1:15 PM,3:45 PM,4:45 PM,6:45 PM,1:15 PM
12/25/2022,6:15 AM,1:15 PM,3:45 PM,4:45 PM,6:45 PM,1:15 PM
12/26/2022,6:15 AM,1:15 PM,3:45 PM,4:45 PM,6:45 PM,1:15 PM
12/27/2022,6:15 AM,1:15 PM,3:45 PM,4:45 PM,6:45 PM,1:15 PM
12/28/2022,6:15 AM,1:15 PM,3:45 PM,4:45 PM,6:45 PM,1:15 PM
12/29/2022,6:15 AM,1:15 PM,3:45 PM,4:45 PM,6:45 PM,1:15 PM
12/30/2022,6:15 AM,1:15 PM,3:45 PM,4:45 PM,6:45 PM,1:15 PM
12/31/2022,6:15 AM,1:15 PM,3:45 PM,4:45 PM,6:45 PM,1:15 PM
,,,,,,
